"prix","type","classe","tarif","dest","duree","jour"
43.25,"REXPRESS","Turista","AdultoIda",1,562,3
85.1,"AVE","Turista","Promo",1,190,5
88.95,"AVE","Turista","Promo",1,150,3
85.1,"AVE","Turista","Promo",1,184,1
66.75,"AVE","Turista","Promo",1,150,2
68.63,"AVE","Turista","Promo",1,150,3
66.75,"AVE","Turista","Promo",1,190,6
107.7,"AVE","Turista","Flexible",1,170,5
66.75,"AVE","Turista","Promo",1,184,1
88.95,"AVE","Turista","Promo",1,150,1
66.75,"AVE","Turista","Promo",1,165,3
85.1,"AVE","Turista","Promo",1,190,5
75.4,"AVE","Turista","Promo",1,165,3
68.65,"AVE","Turista","Promo",1,150,2
100.4,"AVE","Turista","Promo",1,150,4
85.1,"AVE","Turista","Promo",1,165,3
75.4,"AVE","Turista","Promo",1,180,7
107.7,"AVE","Turista","Flexible",1,171,5
100.4,"AVE","Turista","Promo",1,150,1
49.55,"AVE","Turista","Promo",1,171,3
66.75,"AVE","Turista","Promo",1,189,1
75.4,"AVE","Turista","Promo",1,190,7
107.7,"AVE","Turista","Flexible",1,170,7
78.8,"AVE","Turista","Promo",1,150,6
78.8,"AVE","Turista","Promo",1,150,1
88.95,"AVE","Turista","Promo",1,150,3
107.7,"AVE","Turista","Flexible",1,171,1
85.1,"AVE","Turista","Promo",1,180,6
75.4,"AVE","Turista","Promo",1,190,3
78.8,"AVE","Turista","Promo",1,150,6
49.55,"AVE","Turista","Promo",1,189,1
43.25,"REXPRESS","Turista","AdultoIda",1,562,2
85.1,"AVE","Turista","Promo",1,165,7
43.25,"REXPRESS","Turista","AdultoIda",1,562,5
85.1,"AVE","Turista","Promo",1,190,2
107.7,"AVE","Turista","Flexible",1,190,2
85.1,"AVE","Turista","Promo",1,171,6
68.65,"AVE","Turista","Promo",1,150,5
88.95,"AVE","Turista","Promo",1,150,5
100.4,"AVE","Turista","Promo",1,150,1
43.25,"REXPRESS","Turista","AdultoIda",1,562,6
88.95,"AVE","Turista","Promo",1,150,2
85.1,"AVE","Turista","Promo",1,184,6
43.25,"REXPRESS","Turista","AdultoIda",1,562,6
85.1,"AVE-TGV","Turista","Promo",1,179,6
107.7,"AVE","Turista","Flexible",1,190,1
75.4,"AVE","Turista","Promo",1,190,7
127.1,"AVE","Turista","Flexible",1,150,2
58.15,"AVE","Turista","Promo",1,190,4
75.4,"AVE","Turista","Promo",1,190,3
75.4,"AVE","Turista","Promo",1,190,6
78.8,"AVE","Turista","Promo",1,150,6
75.4,"AVE","Turista","Promo",1,165,5
85.1,"AVE-TGV","Turista","Promo",1,179,6
107.7,"AVE","Turista","Flexible",1,165,1
75.4,"AVE","Turista","Promo",1,190,1
43.25,"REXPRESS","Turista","AdultoIda",1,562,6
75.4,"AVE","Turista","Promo",1,165,5
100.4,"AVE","Turista","Promo",1,150,3
66.75,"AVE","Turista","Promo",1,171,3
88.95,"AVE","Turista","Promo",1,150,3
85.1,"AVE","Turista","Promo",1,165,2
78.8,"AVE","Turista","Promo",1,150,6
78.8,"AVE","Turista","Promo",1,150,4
88.95,"AVE","Turista","Promo",1,150,4
100.4,"AVE","Turista","Promo",1,150,3
49.55,"AVE","Turista","Promo",1,150,4
75.4,"AVE","Turista","Promo",1,165,3
107.7,"AVE","Turista","Flexible",1,190,5
66.75,"AVE","Turista","Promo",1,150,5
85.1,"AVE","Turista","Promo",1,184,7
85.1,"AVE","Turista","Promo",1,165,7
100.4,"AVE","Turista","Promo",1,150,3
85.1,"AVE","Turista","Promo",1,190,2
78.8,"AVE","Turista","Promo",1,150,6
100.4,"AVE","Turista","Promo",1,150,1
88.95,"AVE","Turista","Promo",1,150,6
85.1,"AVE","Turista","Promo",1,190,4
66.75,"AVE","Turista","Promo",1,190,6
40.95,"AVE","Turista","Promo",1,170,4
85.1,"AVE","Turista","Promo",1,180,4
49.55,"AVE","Turista","Promo",1,170,4
66.75,"AVE","Turista","Promo",1,165,1
43.25,"REXPRESS","Turista","AdultoIda",1,562,5
75.4,"AVE","Turista","Promo",1,190,4
66.75,"AVE","Turista","Promo",1,185,6
85.1,"AVE","Turista","Promo",1,165,6
85.1,"AVE","Turista","Promo",1,184,1
78.8,"AVE","Turista","Promo",1,150,4
40.95,"AVE","Turista","Promo",1,190,3
85.1,"AVE","Turista","Promo",1,165,5
75.4,"AVE","Turista","Promo",1,171,4
100.4,"AVE","Turista","Promo",1,150,5
75.4,"AVE","Turista","Promo",1,171,2
75.4,"AVE","Turista","Promo",1,190,7
88.95,"AVE","Turista","Promo",1,150,2
107.7,"AVE","Turista","Flexible",1,190,1
85.1,"AVE","Turista","Promo",1,171,6
85.1,"AVE","Turista","Promo",1,190,5
78.8,"AVE","Turista","Promo",1,150,6
85.1,"AVE","Turista","Promo",1,165,4
85.1,"AVE","Turista","Promo",1,165,3
85.1,"AVE","Turista","Promo",1,165,2
66.75,"AVE-TGV","Turista","Promo",1,179,2
85.1,"AVE","Turista","Promo",1,190,5
43.25,"REXPRESS","Turista","AdultoIda",1,562,5
78.8,"AVE","Turista","Promo",1,150,4
66.75,"AVE","Turista","Promo",1,185,6
107.7,"AVE","Turista","Flexible",1,165,6
107.7,"AVE","Turista","Flexible",1,180,6
127.1,"AVE","Turista","Flexible",1,150,2
100.4,"AVE","Turista","Promo",1,150,2
85.1,"AVE","Turista","Promo",1,190,3
75.4,"AVE","Turista","Promo",1,165,3
75.4,"AVE","Turista","Promo",1,190,3
66.75,"AVE","Turista","Promo",1,171,2
75.4,"AVE","Turista","Promo",1,165,7
100.4,"AVE","Turista","Promo",1,150,2
88.95,"AVE","Turista","Promo",1,150,3
85.1,"AVE","Turista","Promo",1,165,1
75.4,"AVE-TGV","Turista","Promo",1,179,2
107.7,"AVE","Turista","Flexible",1,190,6
85.1,"AVE","Turista","Promo",1,171,6
75.4,"AVE","Turista","Promo",1,165,5
78.8,"AVE","Turista","Promo",1,150,3
68.65,"AVE","Turista","Promo",1,150,3
85.1,"AVE","Turista","Promo",1,190,6
127.1,"AVE","Turista","Flexible",1,150,2
85.1,"AVE","Turista","Promo",1,190,7
75.4,"AVE","Turista","Promo",1,165,4
100.4,"AVE","Turista","Promo",1,150,3
107.7,"AVE","Turista","Flexible",1,190,1
107.7,"AVE","Turista","Flexible",1,190,1
85.1,"AVE","Turista","Promo",1,184,5
107.7,"AVE","Turista","Flexible",1,170,3
100.4,"AVE","Turista","Promo",1,150,1
127.1,"AVE","Turista","Flexible",1,150,6
75.4,"AVE","Turista","Promo",1,170,3
75.4,"AVE","Turista","Promo",1,190,3
75.4,"AVE","Turista","Promo",1,184,3
85.1,"AVE","Turista","Promo",1,190,4
75.4,"AVE","Turista","Promo",1,190,3
107.7,"AVE-TGV","Turista","Flexible",1,179,7
127.1,"AVE","Turista","Flexible",1,150,6
49.55,"AVE","Turista","Promo",1,190,3
100.4,"AVE","Turista","Promo",1,150,3
85.1,"AVE","Turista","Promo",1,165,5
85.1,"AVE","Turista","Promo",1,190,7
75.4,"AVE","Turista","Promo",1,190,3
85.1,"AVE","Turista","Promo",1,184,1
85.1,"AVE","Turista","Promo",1,165,3
100.4,"AVE","Turista","Promo",1,150,2
100.4,"AVE","Turista","Promo",1,150,4
107.7,"AVE","Turista","Flexible",1,190,2
85.1,"AVE","Turista","Promo",1,184,4
66.75,"AVE","Turista","Promo",1,165,3
75.4,"AVE","Turista","Promo",1,190,6
68.65,"AVE","Turista","Promo",1,150,2
100.4,"AVE","Turista","Promo",1,150,2
85.1,"AVE","Turista","Promo",1,165,1
49.55,"AVE","Turista","Promo",1,170,4
78.8,"AVE","Turista","Promo",1,150,5
85.1,"AVE","Turista","Promo",1,190,5
85.1,"AVE","Turista","Promo",1,190,4
85.1,"AVE","Turista","Promo",1,165,4
66.75,"AVE","Turista","Promo",1,170,3
66.75,"AVE","Turista","Promo",1,190,6
85.1,"AVE","Turista","Promo",1,165,3
85.1,"AVE","Turista","Promo",1,190,7
100.4,"AVE","Turista","Promo",1,150,2
78.8,"AVE","Turista","Promo",1,150,2
75.4,"AVE","Turista","Promo",1,190,6
78.8,"AVE","Turista","Promo",1,150,5
88.95,"AVE","Turista","Promo",1,150,3
85.1,"AVE","Turista","Promo",1,165,6
66.75,"AVE","Turista","Promo",1,190,1
85.1,"AVE","Turista","Promo",1,190,4
85.1,"AVE","Turista","Promo",1,190,7
127.1,"AVE","Turista","Flexible",1,150,1
85.1,"AVE","Turista","Promo",1,190,1
58.15,"AVE","Turista","Promo",1,190,7
75.4,"AVE","Turista","Promo",1,190,3
107.7,"AVE","Turista","Flexible",1,184,3
75.4,"AVE","Turista","Promo",1,190,3
107.7,"AVE","Turista","Flexible",1,190,1
100.4,"AVE","Turista","Promo",1,150,4
40.95,"AVE","Turista","Promo",1,190,3
66.75,"AVE","Turista","Promo",1,180,5
78.8,"AVE","Turista","Promo",1,150,3
85.1,"AVE","Turista","Promo",1,165,4
58.15,"AVE-TGV","Turista","Promo",1,179,4
66.75,"AVE","Turista","Promo",1,190,6
107.7,"AVE","Turista","Flexible",1,190,2
85.1,"AVE","Turista","Promo",1,150,4
127.1,"AVE","Turista","Flexible",1,150,4
75.4,"AVE","Turista","Promo",1,170,7
43.25,"REXPRESS","Turista","AdultoIda",1,562,6
75.4,"AVE","Turista","Promo",1,165,5
88.95,"AVE","Turista","Promo",1,150,4
85.1,"AVE","Turista","Promo",1,190,7
49.55,"AVE-TGV","Turista","Promo",1,179,5
58.15,"AVE","Turista","Promo",1,185,6
88.95,"AVE","Turista","Promo",1,150,2
85.1,"AVE","Turista","Promo",1,180,6
49.55,"AVE","Turista","Promo",1,150,2
107.7,"AVE","Turista","Flexible",1,190,5
88.95,"AVE","Turista","Promo",1,150,6
66.75,"AVE","Turista","Promo",1,170,6
75.4,"AVE","Turista","Promo",1,165,7
78.8,"AVE","Turista","Promo",1,150,4
49.55,"AVE","Turista","Promo",1,170,5
58.15,"AVE-TGV","Turista","Promo",1,179,5
88.95,"AVE","Turista","Promo",1,150,2
75.4,"AVE","Turista","Promo",1,190,3
78.8,"AVE","Turista","Promo",1,150,2
78.8,"AVE","Turista","Promo",1,150,6
85.1,"AVE","Turista","Promo",1,165,6
66.75,"AVE","Turista","Promo",1,171,5
75.4,"AVE","Turista","Promo",1,190,3
100.4,"AVE","Turista","Promo",1,150,4
85.1,"AVE","Turista","Promo",1,190,2
85.1,"AVE","Turista","Promo",1,190,4
66.75,"AVE","Turista","Promo",1,170,3
78.8,"AVE","Turista","Promo",1,150,2
43.25,"REXPRESS","Turista","AdultoIda",1,562,3
75.4,"AVE","Turista","Promo",1,150,6
78.8,"AVE","Turista","Promo",1,150,4
107.7,"AVE","Turista","Flexible",1,190,4
49.55,"AVE","Turista","Promo",1,189,1
78.8,"AVE","Turista","Promo",1,150,5
88.95,"AVE","Turista","Promo",1,150,4
85.1,"AVE","Turista","Promo",1,190,2
78.8,"AVE","Turista","Promo",1,150,4
40.95,"AVE","Turista","Promo",1,190,4
100.4,"AVE","Turista","Promo",1,150,3
88.95,"AVE","Turista","Promo",1,150,5
58.15,"AVE","Turista","Promo",1,150,3
75.4,"AVE-TGV","Turista","Promo",1,179,7
88.95,"AVE","Turista","Promo",1,150,1
58.15,"AVE","Turista","Promo",1,150,3
75.4,"AVE","Turista","Promo",1,170,2
75.4,"AVE","Turista","Promo",1,165,3
127.1,"AVE","Turista","Flexible",1,150,4
85.1,"AVE","Turista","Promo",1,190,6
100.4,"AVE","Turista","Promo",1,150,5
85.1,"AVE","Turista","Promo",1,165,5
75.4,"AVE","Turista","Promo",1,190,3
66.75,"AVE","Turista","Promo",1,150,5
43.25,"REXPRESS","Turista","AdultoIda",1,562,2
66.75,"AVE","Turista","Promo",1,180,1
107.7,"AVE","Turista","Flexible",1,190,1
107.7,"AVE","Turista","Flexible",1,165,1
68.65,"AVE","Turista","Promo",1,150,2
85.1,"AVE","Turista","Promo",1,190,2
75.4,"AVE","Turista","Promo",1,170,2
88.95,"AVE","Turista","Promo",1,150,6
49.55,"AVE","Turista","Promo",1,170,5
75.4,"AVE","Turista","Promo",1,190,7
43.25,"REXPRESS","Turista","AdultoIda",1,562,2
58.45,"AVE","Turista","Promo",1,150,6
75.4,"AVE","Turista","Promo",1,165,4
107.7,"AVE","Turista","Flexible",1,180,2
107.7,"AVE","Turista","Flexible",1,190,2
75.4,"AVE","Turista","Promo",1,165,3
68.65,"AVE","Turista","Promo",1,150,6
88.95,"AVE","Turista","Promo",1,150,4
78.8,"AVE","Turista","Promo",1,150,3
127.1,"AVE","Turista","Flexible",1,150,1
85.1,"AVE","Turista","Promo",1,190,4
78.8,"AVE","Turista","Promo",1,150,6
85.1,"AVE","Turista","Promo",1,150,4
85.1,"AVE","Turista","Promo",1,190,2
85.1,"AVE","Turista","Promo",1,190,7
58.15,"AVE","Turista","Promo",1,170,6
49.55,"AVE","Turista","Promo",1,190,5
85.1,"AVE","Turista","Promo",1,165,5
107.7,"AVE","Turista","Flexible",1,165,4
88.95,"AVE","Turista","Promo",1,150,5
88.95,"AVE","Turista","Promo",1,150,6
66.75,"AVE","Turista","Promo",1,185,5
78.8,"AVE","Turista","Promo",1,150,3
49.55,"AVE","Turista","Promo",1,185,6
66.75,"AVE","Turista","Promo",1,185,2
85.1,"AVE","Turista","Promo",1,165,3
85.1,"AVE","Turista","Promo",1,165,5
58.45,"AVE","Turista","Promo",1,150,4
100.4,"AVE","Turista","Promo",1,150,1
58.15,"AVE","Turista","Promo",1,150,3
85.1,"AVE","Turista","Promo",1,165,2
78.8,"AVE","Turista","Promo",1,150,5
85.1,"AVE","Turista","Promo",1,190,3
40.95,"AVE","Turista","Promo",1,165,4
85.1,"AVE","Turista","Promo",1,190,1
58.15,"AVE","Turista","Promo",1,190,4
78.8,"AVE","Turista","Promo",1,150,3
88.95,"AVE","Turista","Promo",1,150,4
85.1,"AVE","Turista","Promo",1,150,4
127.1,"AVE","Turista","Flexible",1,150,3
85.1,"AVE","Turista","Promo",1,190,2
85.1,"AVE","Turista","Promo",1,190,5
78.8,"AVE","Turista","Promo",1,150,5
100.4,"AVE","Turista","Promo",1,150,1
58.15,"AVE","Turista","Promo",1,190,5
127.1,"AVE","Turista","Flexible",1,150,2
107.7,"AVE","Turista","Flexible",1,190,2
49.55,"AVE","Turista","Promo",1,150,2
66.75,"AVE","Turista","Promo",1,190,7
107.7,"AVE","Turista","Flexible",1,180,6
107.7,"AVE","Turista","Flexible",1,190,1
66.75,"AVE","Turista","Promo",1,190,1
78.8,"AVE","Turista","Promo",1,150,3
107.7,"AVE","Turista","Flexible",1,171,1
49.55,"AVE","Turista","Promo",1,180,3
75.4,"AVE","Turista","Promo",1,190,7
49.55,"AVE","Turista","Promo",1,190,2
75.4,"AVE","Turista","Promo",1,190,3
85.1,"AVE","Turista","Promo",1,165,2
85.1,"AVE","Turista","Promo",1,184,7
100.4,"AVE","Turista","Promo",1,150,2
75.4,"AVE","Turista","Promo",1,184,4
85.1,"AVE","Turista","Promo",1,165,3
78.8,"AVE","Turista","Promo",1,150,2
88.95,"AVE","Turista","Promo",1,150,3
127.1,"AVE","Turista","Flexible",1,150,2
88.95,"AVE","Turista","Promo",1,150,4
49.55,"AVE","Turista","Promo",1,185,6
58.15,"AVE","Turista","Promo",1,190,7
85.1,"AVE","Turista","Promo",1,165,5
107.7,"AVE","Turista","Flexible",1,190,6
58.15,"AVE","Turista","Promo",1,190,4
78.8,"AVE","Turista","Promo",1,150,3
75.4,"AVE","Turista","Promo",1,150,6
49.55,"AVE","Turista","Promo",1,150,2
75.4,"AVE","Turista","Promo",1,190,6
88.95,"AVE","Turista","Promo",1,150,6
58.15,"AVE","Turista","Promo",1,180,5
66.75,"AVE","Turista","Promo",1,170,3
75.4,"AVE","Turista","Promo",1,190,4
107.7,"AVE","Turista","Flexible",1,190,1
100.4,"AVE","Turista","Promo",1,150,1
85.1,"AVE","Turista","Promo",1,184,1
107.7,"AVE","Turista","Flexible",1,171,1
66.75,"AVE","Turista","Promo",1,190,4
85.1,"AVE","Turista","Promo",1,165,5
127.1,"AVE","Turista","Flexible",1,150,2
75.4,"AVE","Turista","Promo",1,150,4
100.4,"AVE","Turista","Promo",1,150,1
107.7,"AVE","Turista","Flexible",1,165,6
68.65,"AVE","Turista","Promo",1,150,5
68.65,"AVE","Turista","Promo",1,150,3
107.7,"AVE-TGV","Turista","Flexible",1,179,7
78.8,"AVE","Turista","Promo",1,150,6
75.4,"AVE","Turista","Promo",1,150,1
75.4,"AVE","Turista","Promo",1,150,4
85.1,"AVE","Turista","Promo",1,190,7
58.15,"AVE","Turista","Promo",1,170,5
107.7,"AVE","Turista","Flexible",1,190,1
85.1,"AVE","Turista","Promo",1,190,5
127.1,"AVE","Turista","Flexible",1,150,3
127.1,"AVE","Turista","Flexible",1,150,2
85.1,"AVE","Turista","Promo",1,165,4
85.1,"AVE-TGV","Turista","Promo",1,179,1
68.65,"AVE","Turista","Promo",1,150,6
85.1,"AVE","Turista","Promo",1,180,7
85.1,"AVE","Turista","Promo",1,171,6
100.4,"AVE","Turista","Promo",1,150,3
88.95,"AVE","Turista","Promo",1,150,6
75.4,"AVE","Turista","Promo",1,165,7
85.1,"AVE","Turista","Promo",1,190,2
88.95,"AVE","Turista","Promo",1,150,2
68.65,"AVE","Turista","Promo",1,150,3
75.4,"AVE","Turista","Promo",1,190,4
75.4,"AVE","Turista","Promo",1,165,2
40.95,"AVE","Turista","Promo",1,170,6
85.1,"AVE","Turista","Promo",1,165,4
100.4,"AVE","Turista","Promo",1,150,1
66.75,"AVE","Turista","Promo",1,190,6
78.8,"AVE","Turista","Promo",1,150,3
78.8,"AVE","Turista","Promo",1,150,5
43.25,"REXPRESS","Turista","AdultoIda",1,562,2
75.4,"AVE","Turista","Promo",1,190,7
78.8,"AVE","Turista","Promo",1,150,5
58.15,"AVE","Turista","Promo",1,170,5
78.8,"AVE","Turista","Promo",1,150,6
85.1,"AVE","Turista","Promo",1,190,2
88.95,"AVE","Turista","Promo",1,150,1
85.1,"AVE","Turista","Promo",1,190,5
75.4,"AVE","Turista","Promo",1,150,6
127.1,"AVE","Turista","Flexible",1,150,5
49.55,"AVE","Turista","Promo",1,190,3
58.15,"AVE-TGV","Turista","Promo",1,179,3
88.95,"AVE","Turista","Promo",1,150,1
68.65,"AVE","Turista","Promo",1,150,6
40.95,"AVE","Turista","Promo",1,190,3
75.4,"AVE","Turista","Promo",1,150,4
66.75,"AVE","Turista","Promo",1,165,3
85.1,"AVE","Turista","Promo",1,165,2
85.1,"AVE","Turista","Promo",1,180,4
43.25,"REXPRESS","Turista","AdultoIda",1,562,2
107.7,"AVE","Turista","Flexible",1,171,3
68.65,"AVE","Turista","Promo",1,150,3
85.1,"AVE","Turista","Promo",1,190,4
58.15,"AVE","Turista","Promo",1,189,1
85.1,"AVE","Turista","Promo",1,165,4
100.4,"AVE","Turista","Promo",1,150,1
100.4,"AVE","Turista","Promo",1,150,6
85.1,"AVE","Turista","Promo",1,165,2
75.4,"AVE","Turista","Promo",1,170,7
85.1,"AVE","Turista","Promo",1,150,4
107.7,"AVE","Turista","Flexible",1,190,2
85.1,"AVE-TGV","Turista","Promo",1,179,7
100.4,"AVE","Turista","Promo",1,150,3
85.1,"AVE","Turista","Promo",1,165,1
68.65,"AVE","Turista","Promo",1,150,5
78.8,"AVE","Turista","Promo",1,150,4
58.15,"AVE","Turista","Promo",1,170,6
75.4,"AVE","Turista","Promo",1,190,3
78.8,"AVE","Turista","Promo",1,150,2
85.1,"AVE","Turista","Promo",1,165,1
58.15,"AVE-TGV","Turista","Promo",1,179,5
75.4,"AVE","Turista","Promo",1,150,1
85.1,"AVE","Turista","Promo",1,165,6
107.7,"AVE","Turista","Flexible",1,170,4
68.65,"AVE","Turista","Promo",1,150,3
49.55,"AVE","Turista","Promo",1,170,5
88.95,"AVE","Turista","Promo",1,150,4
43.25,"REXPRESS","Turista","AdultoIda",1,562,6
85.1,"AVE","Turista","Promo",1,165,2
85.1,"AVE","Turista","Promo",1,165,2
68.65,"AVE","Turista","Promo",1,150,5
85.1,"AVE","Turista","Promo",1,180,7
43.25,"REXPRESS","Turista","AdultoIda",1,562,3
75.4,"AVE","Turista","Promo",1,190,5
85.1,"AVE","Turista","Promo",1,165,2
107.7,"AVE","Turista","Flexible",1,190,1
85.1,"AVE","Turista","Promo",1,184,2
75.4,"AVE","Turista","Promo",1,165,4
85.1,"AVE","Turista","Promo",1,190,2
75.4,"AVE","Turista","Promo",1,190,6
49.55,"AVE","Turista","Promo",1,185,5
127.1,"AVE","Turista","Flexible",1,150,3
75.4,"AVE","Turista","Promo",1,190,7
85.1,"AVE","Turista","Promo",1,190,5
68.65,"AVE","Turista","Promo",1,150,5
43.25,"REXPRESS","Turista","AdultoIda",1,562,5
75.4,"AVE","Turista","Promo",1,171,2
68.65,"AVE","Turista","Promo",1,150,3
85.1,"AVE","Turista","Promo",1,165,3
85.1,"AVE","Turista","Promo",1,165,4
88.95,"AVE","Turista","Promo",1,150,2
107.7,"AVE","Turista","Flexible",1,180,6
66.75,"AVE-TGV","Turista","Promo",1,179,2
75.4,"AVE","Turista","Promo",1,190,7
66.75,"AVE","Turista","Promo",1,170,3
88.95,"AVE","Turista","Promo",1,150,4
100.4,"AVE","Turista","Promo",1,150,1
66.75,"AVE","Turista","Promo",1,190,5
85.1,"AVE","Turista","Promo",1,184,5
107.7,"AVE","Turista","Flexible",1,165,3
107.7,"AVE","Turista","Flexible",1,171,5
66.75,"AVE","Turista","Promo",1,150,5
78.8,"AVE","Turista","Promo",1,150,5
75.4,"AVE","Turista","Promo",1,170,3
58.15,"AVE","Turista","Promo",1,190,3
85.1,"AVE","Turista","Promo",1,165,4
75.4,"AVE","Turista","Promo",1,165,7
88.95,"AVE","Turista","Promo",1,150,5
107.7,"AVE","Turista","Flexible",1,165,3
85.1,"AVE","Turista","Promo",1,190,7
78.8,"AVE","Turista","Promo",1,150,6
85.1,"AVE","Turista","Promo",1,165,5
43.25,"REXPRESS","Turista","AdultoIda",1,562,6
100.4,"AVE","Turista","Promo",1,150,1
58.15,"AVE","Turista","Promo",1,170,2
78.8,"AVE","Turista","Promo",1,150,4
85.1,"AVE","Turista","Promo",1,190,2
75.4,"AVE","Turista","Promo",1,171,4
85.1,"AVE","Turista","Promo",1,165,3
107.7,"AVE","Turista","Flexible",1,190,6
88.95,"AVE","Turista","Promo",1,150,5
68.65,"AVE","Turista","Promo",1,150,5
100.4,"AVE","Turista","Promo",1,150,6
107.7,"AVE","Turista","Flexible",1,180,6
107.7,"AVE","Turista","Flexible",1,165,6
43.25,"REXPRESS","Turista","AdultoIda",1,562,5
78.8,"AVE","Turista","Promo",1,150,6
85.1,"AVE","Turista","Promo",1,184,4
43.25,"REXPRESS","Turista","AdultoIda",1,562,4
85.1,"AVE","Turista","Promo",1,180,4
66.75,"AVE","Turista","Promo",1,171,4
85.1,"AVE","Turista","Promo",1,165,3
43.25,"REXPRESS","Turista","AdultoIda",1,562,6
75.4,"AVE","Turista","Promo",1,190,7
107.7,"AVE","Turista","Flexible",1,190,4
88.95,"AVE","Turista","Promo",1,150,3
75.4,"AVE","Turista","Promo",1,165,6
107.7,"AVE","Turista","Flexible",1,190,1
58.15,"AVE","Turista","Promo",1,189,1
66.75,"AVE","Turista","Promo",1,150,5
85.1,"AVE","Turista","Promo",1,190,2
107.7,"AVE","Turista","Flexible",1,165,3
66.75,"AVE","Turista","Promo",1,185,6
40.95,"AVE","Turista","Promo",1,180,3
85.1,"AVE","Turista","Promo",1,165,7
107.7,"AVE","Turista","Flexible",1,190,3
85.1,"AVE","Turista","Promo",1,165,4
85.1,"AVE","Turista","Promo",1,165,5
78.8,"AVE","Turista","Promo",1,150,4
75.4,"AVE","Turista","Promo",1,165,3
49.55,"AVE-TGV","Turista","Promo",1,179,5
127.1,"AVE","Turista","Flexible",1,150,1
127.1,"AVE","Turista","Flexible",1,150,5
85.1,"AVE","Turista","Promo",1,190,2
85.1,"AVE","Turista","Promo",1,165,7
78.8,"AVE","Turista","Promo",1,150,5
68.65,"AVE","Turista","Promo",1,150,3
49.55,"AVE","Turista","Promo",1,150,2
85.1,"AVE","Turista","Promo",1,190,3
78.8,"AVE","Turista","Promo",1,150,5
75.4,"AVE","Turista","Promo",1,190,5
107.7,"AVE","Turista","Flexible",1,190,5
78.8,"AVE","Turista","Promo",1,150,1
107.7,"AVE","Turista","Flexible",1,190,1
85.1,"AVE","Turista","Promo",1,190,7
58.15,"AVE","Turista","Promo",1,185,5
49.55,"AVE","Turista","Promo",1,170,4
85.1,"AVE","Turista","Promo",1,190,5
127.1,"AVE","Turista","Flexible",1,150,3
58.15,"AVE","Turista","Promo",1,190,7
107.7,"AVE","Turista","Flexible",1,184,2
66.75,"AVE","Turista","Promo",1,165,3
66.75,"AVE","Turista","Promo",1,170,2
85.1,"AVE","Turista","Promo",1,165,3
78.8,"AVE","Turista","Promo",1,150,2
107.7,"AVE","Turista","Flexible",1,171,1
85.1,"AVE","Turista","Promo",1,180,6
88.95,"AVE","Turista","Promo",1,150,5
66.75,"AVE","Turista","Promo",1,150,2
58.15,"AVE","Turista","Promo",1,190,7
75.4,"AVE","Turista","Promo",1,190,6
78.8,"AVE","Turista","Promo",1,150,6
66.75,"AVE","Turista","Promo",1,190,6
66.75,"AVE","Turista","Promo",1,190,5
58.15,"AVE","Turista","Promo",1,170,5
85.1,"AVE","Turista","Promo",1,190,5
78.8,"AVE","Turista","Promo",1,150,5
85.1,"AVE","Turista","Promo",1,165,3
78.8,"AVE","Turista","Promo",1,150,6
88.95,"AVE","Turista","Promo",1,150,1
85.1,"AVE","Turista","Promo",1,165,4
107.7,"AVE","Turista","Flexible",1,184,2
43.25,"REXPRESS","Turista","AdultoIda",1,562,6
107.7,"AVE","Turista","Flexible",1,180,2
100.4,"AVE","Turista","Promo",1,150,6
88.95,"AVE","Turista","Promo",1,150,2
100.4,"AVE","Turista","Promo",1,150,1
75.4,"AVE","Turista","Promo",1,184,7
68.65,"AVE","Turista","Promo",1,150,3
107.7,"AVE","Turista","Flexible",1,190,1
107.7,"AVE","Turista","Flexible",1,190,7
107.7,"AVE","Turista","Flexible",1,150,3
66.75,"AVE","Turista","Promo",1,170,3
107.7,"AVE","Turista","Flexible",1,165,3
100.4,"AVE","Turista","Promo",1,150,3
107.7,"AVE","Turista","Flexible",1,165,6
107.7,"AVE","Turista","Flexible",1,190,1
75.4,"AVE","Turista","Promo",1,190,3
85.1,"AVE","Turista","Promo",1,165,3
85.1,"AVE","Turista","Promo",1,165,2
68.65,"AVE","Turista","Promo",1,150,4
66.75,"AVE","Turista","Promo",1,190,5
78.8,"AVE","Turista","Promo",1,150,6
107.7,"AVE","Turista","Flexible",1,190,7
85.1,"AVE","Turista","Promo",1,165,7
66.75,"AVE","Turista","Promo",1,190,1
85.1,"AVE","Turista","Promo",1,171,4
58.15,"AVE","Turista","Promo",1,185,6
88.95,"AVE","Turista","Promo",1,150,6
75.4,"AVE","Turista","Promo",1,170,7
43.25,"REXPRESS","Turista","AdultoIda",1,562,4
88.95,"AVE","Turista","Promo",1,150,2
88.95,"AVE","Turista","Promo",1,150,6
66.75,"AVE","Turista","Promo",1,190,7
107.7,"AVE","Turista","Flexible",1,165,6
85.1,"AVE","Turista","Promo",1,190,5
107.7,"AVE","Turista","Flexible",1,171,6
127.1,"AVE","Turista","Flexible",1,150,4
58.15,"AVE-TGV","Turista","Promo",1,179,4
75.4,"AVE-TGV","Turista","Promo",1,179,7
43.25,"REXPRESS","Turista","AdultoIda",1,562,2
78.8,"AVE","Turista","Promo",1,150,5
88.95,"AVE","Turista","Promo",1,150,3
66.75,"AVE","Turista","Promo",1,190,1
85.1,"AVE","Turista","Promo",1,170,5
